model,outer_fold,subject_id,pm,target_id,adaptation_eligible,adaptation_applied,run_id,specification_hash,probability_source,classification_policy,candidate_classification_threshold,frozen_median_threshold,evaluation_low,evaluation_high,evaluation_extreme,evaluation_sample_hash,zero_shot_roc_auc,personalized_roc_auc,delta_roc_auc,zero_shot_pr_auc,personalized_pr_auc,delta_pr_auc,zero_shot_brier,personalized_brier,brier_improvement,zero_shot_log_loss,personalized_log_loss,log_loss_improvement,frozen_median_balanced_accuracy,personalized_balanced_accuracy,delta_balanced_accuracy_vs_frozen_median,frozen_median_macro_f1,personalized_macro_f1,delta_macro_f1_vs_frozen_median
lightgbm,1,d111e017,attention,target_attention,True,True,lightgbm__fold_01__attention__d111e017__weighted_aug__3a93899dbe3e,3a93899dbe3e4862c717828d3843671d5172758fa1d05c9358dea3eca89d198d,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.5477014768836866,399,405,804,235dd48d193a12eb10b16b0ad8ec61effb88a9ad5139f185ef89718f569194f2,0.9183019276586527,0.9117856369318358,-0.00651629072681692,0.9132522224245208,0.9076023960358524,-0.0056498263886684,0.11595604209698922,0.12081626638162325,-0.004860224284634035,0.3720106375340333,0.3846917388169908,-0.012681101282957519,0.8481759955444166,0.826779912744825,-0.021396082799591598,0.848212682987218,0.8266636680186433,-0.021549014968574642
xgboost,1,f1d06060,attention,target_attention,True,True,xgboost__fold_01__attention__f1d06060__weighted_aug__88ca456225cb,88ca456225cb08c5561a491750bdf2e903aa671e5d0c4745b81ec60ad7a51f63,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.0856398865580558,43,235,278,e30709a151cd8312e9d27197dac67fb19c01e5099bfe6b777cdcdd81a46460b2,0.8900544285007422,0.8764967837704106,-0.013557644730331608,0.9777184736449533,0.9739745367737109,-0.003743936871242415,0.31424698762994285,0.2951736979450181,0.019073289684924777,1.0980057461546509,1.0835215840147328,0.0144841621399181,0.7932211776348342,0.7427016328550222,-0.05051954477981202,0.7058747099767981,0.5566440735888819,-0.14923063638791623
lightgbm,1,f1d06060,attention,target_attention,True,True,lightgbm__fold_01__attention__f1d06060__weighted_aug__466a0daa0e80,466a0daa0e809a30d7ac48cfcfa7067ec55b10251db88c04f061fad292d59736,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.1905398517673325,43,235,278,e30709a151cd8312e9d27197dac67fb19c01e5099bfe6b777cdcdd81a46460b2,0.8891637803067788,0.9009401286491836,0.011776348342404819,0.9765465692937949,0.9804993698585242,0.003952800564729242,0.33530144137872303,0.24457639362688094,0.09072504775184209,0.9516495631450257,0.7286304129588766,0.22301915018614904,0.8281048985650667,0.7809995051954478,-0.04710539336961894,0.7259783878504673,0.6092703349282297,-0.11670805292223763
xgboost,1,30c140ca,engagement,target_engagement,True,True,xgboost__fold_01__engagement__30c140ca__weighted_aug__209e4755e912,209e4755e9124a0e4e042a2fe3c06cd92b627e46ae958f45d55cbc4b044c8c87,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.2809257097542286,104,33,137,b7f6f77ed997514dd1d604766a8293d61d7cb76feaa867cfae5227702ff56bc9,0.8895687645687645,0.886946386946387,-0.002622377622377492,0.7938248510432989,0.7827239133439882,-0.011100937699310753,0.16824840814942363,0.14274061390741283,0.0255077942420108,0.520617100296729,0.45703741671305154,0.0635796835836775,0.7581585081585082,0.8074009324009324,0.0492424242424242,0.6484828201695672,0.7742105610125914,0.1257277408430243
lightgbm,1,30c140ca,engagement,target_engagement,True,True,lightgbm__fold_01__engagement__30c140ca__weighted_aug__ca96a83e2ede,ca96a83e2ede5a2699edda4b7a4eb6323d5d0702bfdb102351182da013edc6ef,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.533822464513616,104,33,137,b7f6f77ed997514dd1d604766a8293d61d7cb76feaa867cfae5227702ff56bc9,0.8601398601398602,0.8569347319347319,-0.0032051282051283048,0.7425468768757744,0.7543726569862644,0.01182578011049007,0.19555120390941036,0.13539826539907013,0.06015293851034023,0.5647213348746718,0.43123104855916755,0.13349028631550425,0.7855477855477855,0.7922494172494172,0.006701631701631738,0.7085106382978723,0.763290802764487,0.05478016446661471
xgboost,1,3110e0c7,engagement,target_engagement,True,True,xgboost__fold_01__engagement__3110e0c7__weighted_aug__da1b49603d09,da1b49603d0995e2cfff6ec5086ac0f97115063e75c27cc238760a0910399972,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.878354012966156,75,103,178,d34e5a82fa8db562f681fdcd62e792efd7b3d5c156eb3a246a472ad073a23bbc,0.6759870550161812,0.6428478964401294,-0.033139158576051764,0.7324995295920043,0.7269753040207084,-0.005524225571295838,0.27830225908747575,0.3190954272848551,-0.04079316819737938,0.9512224230224506,1.0619867293943586,-0.11076430637190793,0.6056957928802589,0.5839482200647249,-0.021747572815533966,0.567574478966884,0.5728179866110901,0.0052435076442061135
lightgbm,1,3110e0c7,engagement,target_engagement,True,True,lightgbm__fold_01__engagement__3110e0c7__weighted_aug__b218015d195b,b218015d195b22e989c9d25975fb0e4156805be3d3bf69fba13d903755dfbc39,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.8793922874698072,75,103,178,d34e5a82fa8db562f681fdcd62e792efd7b3d5c156eb3a246a472ad073a23bbc,0.6419417475728155,0.6337864077669902,-0.008155339805825279,0.7119828050524746,0.7096062444071511,-0.0023765606453234334,0.2638780970558745,0.2659053920187801,-0.0020272949629056014,0.7826628337900219,0.7571521420245058,0.025510691765516125,0.5559223300970874,0.5997411003236246,0.04381877022653724,0.4915788436915197,0.5936588459099557,0.10208000221843594
xgboost,1,7150e10a,engagement,target_engagement,True,True,xgboost__fold_01__engagement__7150e10a__weighted_aug__8e62caeef254,8e62caeef2543856c606ef98fca8df8b94322ee280b9874205e9fb34da3dd512,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.1805241269757971,311,135,446,16aa6107d40974882689466629f9195169c84121a5d31d071e4e97551edcae97,0.8942717637251398,0.8999642729546267,0.005692509229486831,0.8236213866742428,0.8317457632000366,0.008124376525793786,0.14297363028890098,0.1348027324582947,0.008170897830606288,0.5571919391227422,0.5455628623485129,0.011629076774229308,0.7714064546861974,0.7299749910682386,-0.0414314636179588,0.7844396321752503,0.7571009635525765,-0.027338668622673756
lightgbm,1,7150e10a,engagement,target_engagement,True,True,lightgbm__fold_01__engagement__7150e10a__weighted_aug__b82f62aa2bef,b82f62aa2beff6572c77b09c585c319c2e941cdbf70091ac4550982fd1612068,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.2832352311930217,311,135,446,16aa6107d40974882689466629f9195169c84121a5d31d071e4e97551edcae97,0.9116351077765869,0.9133023698940097,0.001667262117422852,0.8692742391201483,0.852383147529078,-0.016891091591070384,0.11313819054996715,0.11978887743536144,-0.0066506868853942885,0.3766789797518854,0.3835869898367477,-0.006908010084862304,0.8419197332380612,0.73319042515184,-0.10872930808622128,0.8520784198113207,0.7617521367521367,-0.090326283059184
xgboost,1,71f0603f,engagement,target_engagement,True,True,xgboost__fold_01__engagement__71f0603f__weighted_aug__d7b7ea7580ce,d7b7ea7580ce807ffcfac8c4018c1f0b97220cbc8097bddcaa9daeb823fcbac6,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.5167225860059261,328,296,624,b9e416d0ae782905233d16d9fb5ef741890087f7eab54551646b30d85e5ede93,0.883765243902439,0.8898628048780487,0.0060975609756096505,0.8721109334479437,0.87169732433682,-0.0004136091111236473,0.14305772963257257,0.14610859746877083,-0.003050867836198262,0.5917247826442121,0.5595514570044208,0.03217332563979136,0.8288150955833882,0.816455174686882,-0.012359920896506171,0.8282923617772543,0.8155682405220426,-0.012724121255211718
lightgbm,1,71f0603f,engagement,target_engagement,True,True,lightgbm__fold_01__engagement__71f0603f__weighted_aug__11e5fbc1b4d1,11e5fbc1b4d14c760d1c95de0404551e384417055fe5cecdc57d2a7bbd7b33e3,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.4905642115260782,328,296,624,b9e416d0ae782905233d16d9fb5ef741890087f7eab54551646b30d85e5ede93,0.8840330421885301,0.8844656394199077,0.0004325972313776738,0.8774229334864233,0.8706479447989108,-0.006774988687512473,0.13463639097455155,0.13320292721102697,0.0014334637635245728,0.4562424265384186,0.4567675882777368,-0.0005251617393181585,0.8387854317732366,0.8293094924192486,-0.00947593935398805,0.8379908229759778,0.8283982759639875,-0.009592547011990304
xgboost,1,81f1f0fe,engagement,target_engagement,True,True,xgboost__fold_01__engagement__81f1f0fe__weighted_aug__cf3e0b3cef6f,cf3e0b3cef6ff94444aa1fc2db2668bc1fb8e148633f8863c10564d8406b95ca,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.6240503340959549,33,289,322,65315387c9e25fe45f52e8ba48ab49af392d37dc4139620d8f92b974230a199b,0.8845548914753067,0.9030093320750759,0.018454440599769195,0.9830939417899318,0.9860456396988007,0.0029516979088688444,0.1701536052692926,0.24115583534270907,-0.07100223007341647,0.5651985471481621,0.9620381363491274,-0.3968395892009653,0.7819544930271574,0.7867253853413023,0.004770892314144959,0.5928011394646113,0.5841942148760331,-0.008606924588578257
lightgbm,1,81f1f0fe,engagement,target_engagement,True,True,lightgbm__fold_01__engagement__81f1f0fe__weighted_aug__5babf04d1ca3,5babf04d1ca383673ae395e9bab941e1c8ca73b232fae6154e80edf22a4d8635,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.6066105566556468,33,289,322,65315387c9e25fe45f52e8ba48ab49af392d37dc4139620d8f92b974230a199b,0.8677781272936983,0.8954597881933521,0.027681660899653848,0.9788991936422897,0.9836653622290907,0.004766168586801012,0.18359705379019672,0.1873786137947102,-0.00378156000451349,0.5599396200092527,0.5953155933578729,-0.03537597334862019,0.7676942434727902,0.8178672538534131,0.05017301038062283,0.5581024442713549,0.6295942988608945,0.07149185458953955
xgboost,1,a1721173,engagement,target_engagement,False,False,,,frozen_zero_shot_probability,frozen_1800s_median_midpoint_policy,0.5,0.5,33,14,47,4d826942164a95e47093c7ae84f91f2ba9f28e3dec087edef66f7eed90a6c4a0,0.8722943722943723,0.8722943722943723,0.0,0.6856228820199408,0.6856228820199408,0.0,0.38169995729472855,0.38169995729472855,0.0,1.4920863394713675,1.4920863394713675,0.0,0.6818181818181819,0.6818181818181819,0.0,0.5523809523809524,0.5523809523809524,0.0
lightgbm,1,a1721173,engagement,target_engagement,False,False,,,frozen_zero_shot_probability,frozen_1800s_median_midpoint_policy,0.5,0.5,33,14,47,4d826942164a95e47093c7ae84f91f2ba9f28e3dec087edef66f7eed90a6c4a0,0.8701298701298701,0.8701298701298701,0.0,0.6297252924602548,0.6297252924602548,0.0,0.3465176796866444,0.3465176796866444,0.0,1.0219176900321134,1.0219176900321134,0.0,0.6515151515151515,0.6515151515151515,0.0,0.5070679434564523,0.5070679434564523,0.0
xgboost,1,c060c06a,engagement,target_engagement,True,True,xgboost__fold_01__engagement__c060c06a__weighted_aug__ff8e6649731c,ff8e6649731c9636244cadcd3d2dc30cb80826da0267c54bec6e36d142469ac0,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.5308271422982216,98,84,182,600fdaf46a0b79041c15c1a3f9972f4b772b1388911edd38c067c77de2ffb5f0,0.9088921282798834,0.9582118561710399,0.04931972789115646,0.9165263316506811,0.9568362069185758,0.04030987526789476,0.1474350111704345,0.08354953304491074,0.06388547812552377,0.45044267049322617,0.2610811252943795,0.18936154519884668,0.8001700680272108,0.8809523809523809,0.08078231292517013,0.7966480446927375,0.8830584707646176,0.0864104260718801
lightgbm,1,c060c06a,engagement,target_engagement,True,True,lightgbm__fold_01__engagement__c060c06a__weighted_aug__1cce0e4e2b6c,1cce0e4e2b6ccf9d486a481cb74b3c290f20d7ad827009794f6a27e1c100fcb3,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.5585559240579577,98,84,182,600fdaf46a0b79041c15c1a3f9972f4b772b1388911edd38c067c77de2ffb5f0,0.9186103012633625,0.9647716229348883,0.04616132167152576,0.9242355747864962,0.9651480652225518,0.040912490436055604,0.1255299573875914,0.07330767039274594,0.05222228699484546,0.37687120366537463,0.23709291721542664,0.139778286449948,0.8188775510204082,0.8869047619047619,0.0680272108843537,0.8180165439505499,0.8887666544432221,0.07075011049267221
xgboost,1,c112918e,engagement,target_engagement,True,True,xgboost__fold_01__engagement__c112918e__weighted_aug__9b1559281b1e,9b1559281b1e958af3a1408f587e39330b1cb2207f3bc16f4bd49325031d511c,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.7804114669561386,235,197,432,959460e0472e73056b3a4df2f8b435ecaeab0a8eede79db4f3c9ebea328d06f7,0.8145156064369803,0.8736148612161141,0.0590992547791338,0.7857855401214948,0.8527626092652064,0.0669770691437116,0.19650101463741002,0.22324582335923362,-0.02674480872182361,0.6553096914748108,0.8721229281061016,-0.21681323663129082,0.6415703639701912,0.7008424235878604,0.05927205961766924,0.6171138506163887,0.6906393861892584,0.07352553557286967
lightgbm,1,c112918e,engagement,target_engagement,True,True,lightgbm__fold_01__engagement__c112918e__weighted_aug__65ea100de815,65ea100de815c201ccd166330ff73c90cc47cd9db7073f254ebf743034e9c51c,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.7543825090080454,235,197,432,959460e0472e73056b3a4df2f8b435ecaeab0a8eede79db4f3c9ebea328d06f7,0.8049681391078951,0.8760557295604278,0.07108759045253266,0.7891352234238872,0.8626886611903588,0.07355343776647161,0.18103850036961303,0.19527819590836645,-0.014239695538753427,0.5486418847522448,0.6046924929800113,-0.05605060822776642,0.6340317528890809,0.6974835295388271,0.06345177664974622,0.6002425093334185,0.6852841185041283,0.0850416091707098
xgboost,1,d111e017,engagement,target_engagement,False,False,,,frozen_zero_shot_probability,frozen_1800s_median_midpoint_policy,0.5115595236420631,0.5115595236420631,407,284,691,08f51ad31afd6ccce5c9eed46c35ec15135086aa84866c6c243f5984c0c794db,0.7981927189673669,0.7981927189673669,0.0,0.6515986940877155,0.6515986940877155,0.0,0.2664578209276328,0.2664578209276328,0.0,1.3652498298655076,1.3652498298655076,0.0,0.7537676921479739,0.7537676921479739,0.0,0.707114034790275,0.707114034790275,0.0
lightgbm,1,d111e017,engagement,target_engagement,False,False,,,frozen_zero_shot_probability,frozen_1800s_median_midpoint_policy,0.5425497750325015,0.5425497750325015,407,284,691,08f51ad31afd6ccce5c9eed46c35ec15135086aa84866c6c243f5984c0c794db,0.7876596186455341,0.7876596186455341,0.0,0.6688186177036644,0.6688186177036644,0.0,0.24654891975525775,0.24654891975525775,0.0,0.8213938603014449,0.8213938603014449,0.0,0.7407473094092812,0.7407473094092812,0.0,0.6957751248835831,0.6957751248835831,0.0
xgboost,1,f1d06060,engagement,target_engagement,True,True,xgboost__fold_01__engagement__f1d06060__weighted_aug__57155806ae55,57155806ae5599fb1ae669a563aa7c1359fc813decfc7db471c80dc7ba8edae2,personalized_model_predict_proba_high,fixed_probability_threshold_0.5,0.5,0.2039802524086553,207,53,260,3df9af7d5b9bb00fb6f2ccfab376d1d42a30a614f1f7291c48fb081ed028ecae,0.8969100355482635,0.9055692279646341,0.008659192416370587,0.6806731344997058,0.7442783883263968,0.06360525382669102,0.11142461466460868,0.11160280613011977,-0.0001781914655110961,0.39189051349492277,0.3551659382417059,0.03672457525321687,0.771989791267888,0.7393127335703218,-0.032677057697566236,0.7518610421836228,0.7393127335703218,-0.012548308613301029
