status,result_status,protocol_hash,specification_hash,run_id,execution_source,model,outer_fold,pm,lag_seconds,context_windows,threshold_hash,q_low,q_high,n_train,n_test,n_test_participants,training_time_seconds,validation_strategy,inner_group_overlap,outer_test_group_overlap,n_epochs_trained,best_epoch,participant_macro_balanced_accuracy,participant_valid_balanced_accuracy,participant_macro_f1,participant_valid_f1,participant_macro_roc_auc,participant_valid_roc_auc,participant_macro_pr_auc,participant_valid_pr_auc,participant_macro_low_recall,participant_valid_low_recall,participant_macro_high_recall,participant_valid_high_recall,participant_macro_precision,participant_valid_precision,participant_macro_accuracy,participant_valid_accuracy,earliest_context_offset_seconds,input_family,target_id,reference_run_id
complete,matched_confirmatory,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,d17c5579c6f4265da2f0d909e890a230be38335f80ed872795cddfe448b94823,lightgbm__fold_02__focus__d17c5579c6f4,new_training,lightgbm,2,focus,-10,1,74e34c54e7221dc6ee613f5b9c86caff220ef215c764f9f3f1457db68a376147,0.364693,0.460551,15705,4047,10,2.35675999999512,estimator_native_no_validation,0,0,0,,0.7369624349038253,10,0.7162352271895964,10,0.8408356169989784,10,0.7744057412077346,10,0.7317671894118519,10,0.7421576803957987,10,0.7238647355712523,10,0.8016679552951882,10,,,,
complete,matched_confirmatory,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,9787474df8886d47d2ecdc5c15d4056d678ae27f93bdc469d76134caacf19d75,lightgbm__fold_02__interest__9787474df888,new_training,lightgbm,2,interest,-10,1,a6f226a94e84838366c4cf62d5dbcdfa343d2e4317631dc9cd843403760f8fb3,0.47714,0.52968,15692,3488,10,2.4462767000077292,estimator_native_no_validation,0,0,0,,0.7936255065338743,10,0.7678034306954886,10,0.8975719976505134,10,0.9174538237156653,10,0.7776209918717472,10,0.8096300211960017,10,0.7935657332584989,10,0.7783072990797981,10,,,,
complete,matched_confirmatory,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,3d2c8fd0316fb9edc6effce2f396d4152e1037626557eb2cc50febee0c8368ec,lightgbm__fold_02__relaxation__3d2c8fd0316f,new_training,lightgbm,2,relaxation,-10,1,7656df549309178054e578a36ceed79ea658632f163e5e508467b9011bdaa756,0.256714,0.404291,15888,3700,10,1.662141899985727,estimator_native_no_validation,0,0,0,,0.8358358164433358,10,0.8153825241190853,10,0.942948627577809,10,0.923570079673128,10,0.8355780570051096,10,0.8360935758815617,10,0.8341841454633835,10,0.8262594294696612,10,,,,
complete,matched_confirmatory,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,8348b89def12fe9f9b802d7e294ccdbdf67bdb6f887a3f7ea5a8200ef3584cfc,lightgbm__fold_02__stress__8348b89def12,new_training,lightgbm,2,stress,-10,1,f31c8981acf165f01f66cc01c4f2b2d6927c370f1a035493f12dece19b93ba49,0.396448,0.461981,15688,3241,10,2.2959783999831416,estimator_native_no_validation,0,0,0,,0.7479339749808733,10,0.7292650250090645,10,0.9288061843589224,9,0.934478459441341,9,0.7696904133273766,9,0.7964005462210758,10,0.7911654469174562,10,0.7549088280021788,10,,,,
complete,matched_confirmatory,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,1ce5ed446a2153940256b20337044feba726a4aa31161af742da5a354f1f53ca,lightgbm__fold_03__attention__1ce5ed446a21,new_training,lightgbm,3,attention,-10,1,d9fe93c98329da3f22770036d5d5bcc1723fbbfb61707901d1eaef4a7001f95d,0.407012,0.50364,15265,3909,11,2.2921669999777805,estimator_native_no_validation,0,0,0,,0.7043862396283411,11,0.6762737754554232,11,0.8513766774716877,11,0.8736564820886458,11,0.6288749944506761,11,0.7798974848060063,11,0.7529694401051809,11,0.7225097533933901,11,,,,
complete,matched_confirmatory,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,c59f6c9800e9a3edbbcc519231a36a372f152b2ff5ea615ef3b60fc749c6c146,lightgbm__fold_03__engagement__c59f6c9800e9,new_training,lightgbm,3,engagement,-10,1,a74a573473ef95d46567294f0aa220d0bd8b428d9a9120f4a96756b0c84d9f51,0.5875743333333333,0.689116,15768,4025,11,2.3195516999985557,estimator_native_no_validation,0,0,0,,0.7541348298725126,11,0.7474090841492679,11,0.8692297467937585,11,0.7993462945925984,11,0.72101390926203,11,0.7872557504829952,11,0.8020348115304579,11,0.7879784214924634,11,,,,
complete,matched_confirmatory,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,c6bf77e185ac54dbac688ddf1dd33032b7586cf02e027baeeac02d12bb2ecc87,lightgbm__fold_03__excitement__c6bf77e185ac,new_training,lightgbm,3,excitement,-10,1,fa418d56645cfa9ab67032bef122ddca9f2bf2af811172bdbe6b172d6197f493,0.19379133333333332,0.35695933333333324,15900,3799,11,2.277474800008349,estimator_native_no_validation,0,0,0,,0.815606152098157,11,0.7998924339438254,11,0.9345180544196304,11,0.9491495928459792,11,0.8658767642783386,11,0.7653355399179752,11,0.8413101400772064,11,0.8175520696917279,11,,,,
complete,matched_confirmatory,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,00bb752e1be7ec586ae791480aeef743a13e7b2ec7580324b887cc5e165dc70f,lightgbm__fold_03__focus__00bb752e1be7,new_training,lightgbm,3,focus,-10,1,0c7365a9f52cdea7f5ff5bd02009df8f23994345c83ad7446745f49568834711,0.3654773333333333,0.46152833333333326,15827,3942,11,2.2529853000014555,estimator_native_no_validation,0,0,0,,0.6876731798882527,11,0.6651384161897522,11,0.8354313676250688,11,0.8374537404483507,11,0.7115421405459091,11,0.6638042192305963,11,0.7373790376361028,11,0.7401450960240653,11,,,,
complete,matched_confirmatory,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,999f2b7b6caff05718d52cc318aaa5bc1e1cb8b7e7e6070e5b68cda9af2270c0,lightgbm__fold_03__interest__999f2b7b6caf,new_training,lightgbm,3,interest,-10,1,3bcb6d908dca29ca782906a4f9f4eb0ea8493afdf7dc53a3c5de50526bd55ffb,0.480798,0.5285816666666666,15772,4275,11,2.265453800006071,estimator_native_no_validation,0,0,0,,0.7401911468321437,11,0.6954153696845351,11,0.865029974305667,11,0.8610423285177631,11,0.7246809545150816,11,0.7557013391492057,11,0.7716979142253405,11,0.7385979840784503,11,,,,
complete,matched_confirmatory,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,94686800132bd7b62a1fa9129fe4b97a9ddd8afb83b71dd063ec467e801f6861,lightgbm__fold_03__relaxation__94686800132b,new_training,lightgbm,3,relaxation,-10,1,e60bf995e60c88b6af88b34c7d1f44be24f60c5b4257ba68426a2504b9aa025a,0.25428966666666664,0.395869,15984,3823,11,2.326012100005755,estimator_native_no_validation,0,0,0,,0.7801661146544462,11,0.7567589174465916,11,0.9316868508852804,11,0.9387973662960968,11,0.8169538073225598,11,0.7433784219863326,11,0.8240189484510594,11,0.7900298254117767,11,,,,
complete,matched_confirmatory,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,87f93d674963401499ce7b165d610e1f40db50ccbade946b17e8a5cd904810f1,lightgbm__fold_03__stress__87f93d674963,new_training,lightgbm,3,stress,-10,1,bcd3007f8b807817734d67f5fb79247d682169631186c1b04d4f2cedd74be7de,0.405259,0.460463,15759,4624,11,2.228865900018718,estimator_native_no_validation,0,0,0,,0.7270188990599459,11,0.6649791771433193,11,0.8593139413631318,11,0.8286024969050618,11,0.7473385602595964,11,0.7066992378602954,11,0.7275198708470573,11,0.6852390554203929,11,,,,
complete,matched_confirmatory,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,0ea09e1045ea480c467b1cf50e99fb9a8d49d117cbd8708b9d466269949f0cea,lightgbm__fold_04__attention__0ea09e1045ea,new_training,lightgbm,4,attention,-10,1,4404f50166a53629f16deb855b5dbdefb3de95149a3eec0eec91689ced0aaf96,0.410495,0.5079906666666667,15424,3721,10,2.350348200008739,estimator_native_no_validation,0,0,0,,0.6725757717477338,10,0.6393906509263516,10,0.8601961289919646,10,0.8228165511550845,10,0.8478466958650319,10,0.4973048476304357,10,0.7392594403647574,10,0.6765319031352214,10,,,,
complete,matched_confirmatory,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,3d70bc9f29ca37f8ae56caae6e8b69f27ad3120cc29d5d4da99286b176afee26,lightgbm__fold_04__engagement__3d70bc9f29ca,new_training,lightgbm,4,engagement,-10,1,4efdbb963e4328ea609ced0c43ea79ec54863afcf8b6dc3b54e36caff30afe16,0.5819393333333334,0.6880023333333333,15902,3534,10,2.3018668000004254,estimator_native_no_validation,0,0,0,,0.7178629286494951,10,0.666735588051654,10,0.8609804509774743,10,0.818217486474154,10,0.6374894769918342,10,0.7982363803071558,10,0.7339147374542474,10,0.7233093780551683,10,,,,
complete,matched_confirmatory,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,1c554b1ebdabb3885719aea60bd7427549b0d0b9d6f6d3e707f718554b3b40d3,lightgbm__fold_04__excitement__1c554b1ebdab,new_training,lightgbm,4,excitement,-10,1,01a9a36af7fd4938668057f58a4af0d4815b36985a13f61e071f1297e75e14d1,0.198937,0.36487366666666665,16040,3810,10,2.382238900027005,estimator_native_no_validation,0,0,0,,0.845000259175593,10,0.8554514421678385,10,0.9434809551399228,10,0.9391984586511576,10,0.8707668340794162,10,0.8192336842717696,10,0.8930561940488448,10,0.8898749547834299,10,,,,
complete,matched_confirmatory,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,8fb5fc3083113b0330bd6b562f69e75754b296f574a31195a75f5ded1c252a41,lightgbm__fold_04__focus__8fb5fc308311,new_training,lightgbm,4,focus,-10,1,bcbf7453b6c3768b7f4446c03f027f80397a24d1f0f54a82146b8fe6d4a67bdf,0.365106,0.46338333333333337,15990,3603,10,2.355455599987181,estimator_native_no_validation,0,0,0,,0.7034472543309074,10,0.7026388789462024,10,0.8184527236780473,10,0.7888428847930911,10,0.7519602352004007,10,0.6549342734614141,10,0.7266419735525043,10,0.7784879200616283,10,,,,
complete,matched_confirmatory,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,afc7da08624ba1c3747c445f9b9657711764f2ba721467b4028f4bdb58ef93d6,lightgbm__fold_04__interest__afc7da08624b,new_training,lightgbm,4,interest,-10,1,c4110c8ecd8ea7c835b8ea571bfeb6ad10ec8d02d986bd0e2c5b9a70c03e3241,0.4793536666666667,0.5286693333333333,15959,3818,10,2.3174567999958526,estimator_native_no_validation,0,0,0,,0.7506415877888246,10,0.7155522494014943,10,0.866359317118356,10,0.8664064300035079,10,0.7180995406946267,10,0.7831836348830225,10,0.7498034010363315,10,0.7458070612606639,10,,,,
complete,matched_confirmatory,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,67fbc4c3d55ebed2c3dcecafae9d99e5954fbcac46530a2e40d43bfa7bff9f26,lightgbm__fold_04__relaxation__67fbc4c3d55e,new_training,lightgbm,4,relaxation,-10,1,a5f608b86ee9061617d36b1743ad601431f955dde27218d8d7829829dc257d43,0.259306,0.403906,16165,3682,10,2.3696630999911577,estimator_native_no_validation,0,0,0,,0.8108213414805224,10,0.8113285671110445,10,0.9434035874106546,10,0.9228189967113432,10,0.8667459043481089,10,0.7548967786129358,10,0.8517949375033546,10,0.8342610656681174,10,,,,
complete,matched_confirmatory,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,b0a5485d00f75754ef75eefe59db18f3a3791b663fbd5a028eed782adb7c59b2,lightgbm__fold_04__stress__b0a5485d00f7,new_training,lightgbm,4,stress,-10,1,27d0b6e27ea4a69159776babe88351288b3e08a8b6a0e0a437af967ad54f9cf0,0.39695366666666665,0.46365033333333333,15944,2832,10,2.280195700004697,estimator_native_no_validation,0,0,0,,0.76255608375323,10,0.6991534952900791,10,0.901609596028857,10,0.928712667059459,10,0.7391231532627736,10,0.7859890142436863,10,0.7528618460780943,10,0.7382953544159048,10,,,,
complete,matched_confirmatory,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,1e4f872dbab56ba3acf407ec29d0e2bfc4ec96a5b4908293e77254a927c054a5,lightgbm__fold_05__attention__1e4f872dbab5,new_training,lightgbm,5,attention,-10,1,2f86d0e8c455b4f21168d0123e21d085836ed48610878f7e823e2e4fab91a878,0.408289,0.5064886666666667,15382,3675,11,2.393668800010346,estimator_native_no_validation,0,0,0,,0.808438389474584,11,0.7373347822007684,11,0.8682650414051671,10,0.7957976770712707,10,0.7680380844245016,10,0.8277512476541665,11,0.7494663183152191,11,0.8112058729315602,11,,,,
complete,matched_confirmatory,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,94ce5371fdc1d3af5f846bc4cc1b26bfe87aef51e5e3ef5e9d050445fdc4adcd,lightgbm__fold_05__engagement__94ce5371fdc1,new_training,lightgbm,5,engagement,-10,1,fd819c1414dbc4a71c004ee2f223fde45d23c5e1a929dfb308519bdd81be5cc8,0.5812246666666667,0.6832976666666667,15793,4056,11,2.3305695000162814,estimator_native_no_validation,0,0,0,,0.7124408287532358,11,0.6547316206338748,11,0.8553103521979858,11,0.7850938611402193,11,0.7784137258605083,11,0.6464679316459631,11,0.7422783456010212,11,0.6993505412460705,11,,,,
complete,matched_confirmatory,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,93ce096bcd283367525d6fd5b36ee8ab1d3370462fe778867e903cc0f4149865,lightgbm__fold_05__excitement__93ce096bcd28,new_training,lightgbm,5,excitement,-10,1,e83502bfb241187a15bbe01f2a2df8a2dcfd119976c2c47635b1515b95a004a5,0.196205,0.361125,15980,3746,11,2.4056963000039104,estimator_native_no_validation,0,0,0,,0.8413267517466124,11,0.8296054475181163,11,0.9572232049738357,11,0.9592111493167469,11,0.8288354095060465,11,0.8538180939871783,11,0.8599800969179555,11,0.850871058471262,11,,,,
complete,matched_confirmatory,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,f7b954769d6b8983a38925e30aa7f0696793f2a8656f3d41b35072ce89ac148d,lightgbm__fold_05__focus__f7b954769d6b,new_training,lightgbm,5,focus,-10,1,d1251c35ecfb7ccdf7b0d7e26663f103bb7b943f31fc83ad844ddbed424760ce,0.367191,0.4675926666666666,15923,3573,11,2.395989599986933,estimator_native_no_validation,0,0,0,,0.6989745689198343,11,0.6543792675585326,11,0.8151674478071294,11,0.7671997737489964,11,0.6349470199163654,11,0.7630021179233034,11,0.730527260527923,11,0.6857395318562872,11,,,,
complete,matched_confirmatory,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,ca695badcdc0f871815718ed26c39017da4b4b945dbedb8b617294595a05af29,lightgbm__fold_05__interest__ca695badcdc0,new_training,lightgbm,5,interest,-10,1,df1d4a9a8a978ee0e3bcd8ba820067c8fc420fd3f5f02f8d6b88fa7e63bbaac1,0.47852433333333333,0.529754,15858,3595,11,2.2733233000035398,estimator_native_no_validation,0,0,0,,0.6828486380661265,11,0.5971435900329201,11,0.8856164005163748,10,0.8678205889739221,10,0.7450896816029859,10,0.6792521110386294,11,0.71196848583649,11,0.6320897652234987,11,,,,
complete,matched_confirmatory,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,8f643ada5ec3fec113905ff0b725835c38ee1a561ed0586e36b7d354b0404fc1,lightgbm__fold_05__relaxation__8f643ada5ec3,new_training,lightgbm,5,relaxation,-10,1,a638d2bb20962ed825b35f176b1a4005a8304bfc01370b1636d6ce403b817a6a,0.256914,0.3938446666666667,16049,4059,11,2.4048440999758895,estimator_native_no_validation,0,0,0,,0.7647379015329104,11,0.7635944155030633,11,0.9231168177275522,11,0.929253113701516,11,0.7388294435931271,11,0.7906463594726939,11,0.850344489392599,11,0.8257789714921103,11,,,,
complete,matched_confirmatory,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,d66bd2a9ea0cb87f6888b24ee8e3a10b8399c36abfeceaedac647c0e23f71d7e,lightgbm__fold_05__stress__d66bd2a9ea0c,new_training,lightgbm,5,stress,-10,1,f830184ed4091f7c1893003e91eb518737ed15e8b5f007bf46bf30fa7cf23cdb,0.4021516666666667,0.4598493333333333,15836,4168,11,2.3053061999962665,estimator_native_no_validation,0,0,0,,0.7274939679946673,11,0.6756001896867231,11,0.875491119180468,11,0.8806469821295337,11,0.6299655979588741,11,0.8250223380304604,11,0.7627493463307168,11,0.752996065798536,11,,,,
complete,matched_confirmatory_reused_reference,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,66a88b7fd1b476d29e765b6d9b392dbd583e607abc9c12cc2d804d4e29e84c97,torch_lstm__fold_01__attention__66a88b7fd1b4,reference_neural_robustness,torch_lstm,1,attention,-10,10,40889ed77c7a49254028614aa69c424c2355cbd1baaed50dc47082b1864510f7,0.40640833333333337,0.5057536666666667,14829,4124,11,4.148289500008104,group_record,0,0,3,1.0,0.6362947523322231,11,0.5573137992971171,11,0.7525598693352769,11,0.7898111820233426,11,0.6567265417390029,11,0.6158629629254431,11,0.6877445324581758,11,0.6003820904231382,11,-100.0,sequence_features,target_attention,torch_lstm__fold_01__attention__464a5d6bf940
complete,matched_confirmatory_reused_reference,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,faa5ed8ea07e2c66858e806ae8f21f85362fb91c18471af4e2541d9eba13c797,torch_lstm__fold_01__engagement__faa5ed8ea07e,reference_neural_robustness,torch_lstm,1,engagement,-10,10,7d374ea6928381e1ee56d96473fa6567757f8df43407f81bbd24c398d82e419e,0.5800476666666666,0.6855443333333333,15238,4313,11,3.545842799998354,group_record,0,0,3,1.0,0.6711123426899349,11,0.6570248955352588,11,0.8060692036753953,11,0.8115427795482691,11,0.5539819664364537,11,0.7882427189434164,11,0.7453325053174441,11,0.727823882645747,11,-100.0,sequence_features,target_engagement,torch_lstm__fold_01__engagement__ab4362406a96
complete,matched_confirmatory_reused_reference,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,d2ac27d48cf9e0c8ebd214c73c4c5da2aa496336579e92b2a02dd4a928b1efd7,torch_lstm__fold_01__excitement__d2ac27d48cf9,reference_neural_robustness,torch_lstm,1,excitement,-10,10,f13db677a8358b59d7e0528258ba7ff9bf95b5314741ce39a724cf74d183ddaa,0.198928,0.3627136666666666,15414,4489,11,3.9028970999934245,group_record,0,0,5,4.0,0.8206193654926222,11,0.7649012207068872,11,0.9429174732012977,11,0.9284573945109518,11,0.7364369511907153,11,0.9048017797945292,11,0.7971601752470878,11,0.7955974369200504,11,-100.0,sequence_features,target_excitement,torch_lstm__fold_01__excitement__8008435068c1
complete,matched_confirmatory_reused_reference,e09f28dab2b37321dd665cc55653cfc08a5a29afc38927ee26bc2d2c6cc988e7,3cea1f3bbdb4b340036aeb45ffa2a03a6cdf3189833d1a5714dcdefed6f131f7,torch_lstm__fold_01__focus__3cea1f3bbdb4,reference_neural_robustness,torch_lstm,1,focus,-10,10,7d71bb99b3a559d0df0aa3bf8b195bafc98a0dd046a82039a430a2fa4892b0d0,0.368801,0.4654386666666666,15320,4526,11,3.2585529999923892,group_record,0,0,3,1.0,0.7784503403036137,11,0.6951551014740972,11,0.8890153217591797,11,0.8307780526166693,11,0.7576237928873741,11,0.7992768877198535,11,0.7236362062775151,11,0.7654849454860265,11,-100.0,sequence_features,target_focus,torch_lstm__fold_01__focus__47247b54b250
